"Family ID","Father Alive","Mother Alive","Father's Education","Mother's Education","Father's Job","Mother's Job","Marital Status","Family Income","Number of Family Members",Gender,"School Type",Stage,Grade,"Tutoring Support","Social Activities","Chronic Disease","First Semester Average","Second Semester Average","Difference (Semester 2 - Semester 1)","Daily Smart Device Usage","Other Influencing Factors","Additional Suggestions","Response Language","Submission Date"
114,Yes,Yes,Diploma,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",5,Male,Government,Intermediate,Third,Yes,Yes,No,89.00,98.00,9.00,"1 - 3 hours",لا,,Arabic,"2026-07-13 20:39:08"
115,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"300 – 700 BHD",4,Male,Government,Secondary,Third,No,No,No,85.00,88.00,3.00,"1 - 3 hours",,,Arabic,"2026-07-13 22:27:51"
115,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"300 – 700 BHD",4,Female,Government,Secondary,Third,No,No,No,88.00,88.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-13 22:27:51"
115,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"300 – 700 BHD",4,Female,Government,Secondary,Third,No,No,No,90.00,90.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-13 22:27:51"
116,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",2,Female,Government,Primary,Second,No,No,Yes,91.00,93.00,2.00,"Less than an hour",لا,لا,Arabic,"2026-07-14 00:08:09"
116,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",2,Male,Government,Primary,First,No,Yes,Yes,94.00,96.00,2.00,"Less than an hour",لا,لا,Arabic,"2026-07-14 00:08:09"
117,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,First,No,Yes,No,99.00,99.00,0.00,"Less than an hour",,,Arabic,"2026-07-14 04:33:57"
118,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",6,Female,Government,Secondary,First,Yes,Yes,No,95.30,97.40,2.10,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 07:10:46"
118,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",6,Male,Government,Intermediate,Third,No,Yes,No,96.50,98.50,2.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 07:10:46"
119,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Private,Primary,Sixth,Yes,No,No,90.00,92.00,2.00,"1 - 3 hours",,,Arabic,"2026-07-14 07:31:36"
119,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Secondary,Third,Yes,Yes,No,90.00,98.00,8.00,"3 - 5 hours",,,Arabic,"2026-07-14 07:31:36"
120,Yes,Yes,Diploma,Secondary,Employed,Employed,Married,"700 – 1000 BHD",4,Female,Government,Secondary,Second,Yes,No,No,91.20,95.20,4.00,"More than 5 hours",,,Arabic,"2026-07-14 10:53:03"
120,Yes,Yes,Diploma,Secondary,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Intermediate,Third,Yes,Yes,No,96.00,97.00,1.00,"More than 5 hours",,,Arabic,"2026-07-14 10:53:03"
121,Yes,Yes,PhD,Bachelor's,Employed,Retired,Married,"700 – 1000 BHD",1,Male,Government,Secondary,Second,Yes,Yes,No,95.00,98.80,3.80,"1 - 3 hours",,,Arabic,"2026-07-14 10:58:53"
122,Yes,Yes,Diploma,Diploma,Self-employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Secondary,First,Yes,Yes,No,98.50,99.80,1.30,"3 - 5 hours",لا,شكرا,Arabic,"2026-07-14 11:03:22"
122,Yes,Yes,Diploma,Diploma,Self-employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Intermediate,Second,Yes,Yes,No,99.20,98.70,-0.50,"3 - 5 hours",لا,شكرا,Arabic,"2026-07-14 11:03:22"
122,Yes,Yes,Diploma,Diploma,Self-employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Primary,Fourth,No,Yes,No,99.20,99.70,0.50,"1 - 3 hours",لا,شكرا,Arabic,"2026-07-14 11:03:22"
123,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Government,Secondary,Second,Yes,No,Yes,99.30,99.50,0.20,"3 - 5 hours","الاحترام ومنحه فرصة للتعبير والنظام في الحياة من احد اسس الوصول للتميز","يجب وضع خانة للقرض والفصل بين المتبقي من الدخل وبين القرض لان له تأثير كبير",Arabic,"2026-07-14 11:08:18"
123,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Government,Intermediate,Second,Yes,Yes,No,99.90,99.90,0.00,"3 - 5 hours","الاحترام ومنحه فرصة للتعبير والنظام في الحياة من احد اسس الوصول للتميز","يجب وضع خانة للقرض والفصل بين المتبقي من الدخل وبين القرض لان له تأثير كبير",Arabic,"2026-07-14 11:08:18"
123,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Government,Primary,Fifth,No,No,No,98.80,100.00,1.20,"1 - 3 hours","الاحترام ومنحه فرصة للتعبير والنظام في الحياة من احد اسس الوصول للتميز","يجب وضع خانة للقرض والفصل بين المتبقي من الدخل وبين القرض لان له تأثير كبير",Arabic,"2026-07-14 11:08:18"
123,Yes,Yes,Diploma,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Government,Primary,Fourth,No,No,No,99.80,99.80,0.00,"1 - 3 hours","الاحترام ومنحه فرصة للتعبير والنظام في الحياة من احد اسس الوصول للتميز","يجب وضع خانة للقرض والفصل بين المتبقي من الدخل وبين القرض لان له تأثير كبير",Arabic,"2026-07-14 11:08:18"
124,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Secondary,Second,No,No,No,94.40,94.40,0.00,"3 - 5 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:20:44"
124,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Intermediate,Second,No,No,No,97.00,97.00,0.00,"More than 5 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:20:44"
124,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Female,Government,Primary,Third,No,No,No,99.70,99.70,0.00,"1 - 3 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:20:44"
124,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Primary,First,No,No,No,95.00,95.00,0.00,"1 - 3 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:20:44"
125,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Secondary,Second,No,No,No,94.40,94.40,0.00,"3 - 5 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:21:07"
125,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Intermediate,Second,No,No,No,97.00,97.00,0.00,"More than 5 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:21:07"
125,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Female,Government,Primary,Third,No,No,No,99.70,99.70,0.00,"1 - 3 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:21:07"
125,Yes,Yes,Intermediate,Secondary,Self-employed,Unemployed,Married,"Less than 300 BHD",4,Male,Government,Primary,First,No,No,No,95.00,95.00,0.00,"1 - 3 hours",لا,"انشطة اثرائية في شرح الدروس افكار جديدة ومتنوعة عن المعتاد",Arabic,"2026-07-14 11:21:07"
126,Yes,Yes,Intermediate,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",5,Female,Government,Intermediate,First,No,Yes,Yes,97.90,99.22,1.32,"3 - 5 hours",لا,"لا يوجد",Arabic,"2026-07-14 11:30:56"
126,Yes,Yes,Intermediate,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",5,Female,Government,Secondary,First,Yes,Yes,No,86.30,92.70,6.40,"3 - 5 hours",لا,"لا يوجد",Arabic,"2026-07-14 11:30:56"
127,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Intermediate,Second,No,No,Yes,97.00,97.00,0.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 11:41:07"
127,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,Sixth,No,No,Yes,95.00,95.00,0.00,"1 - 3 hours",لا,لا,Arabic,"2026-07-14 11:41:07"
127,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Fourth,No,No,No,98.00,98.00,0.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 11:41:07"
128,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"Less than 300 BHD",2,Male,Government,Secondary,Third,Yes,Yes,No,84.90,88.50,3.60,"3 - 5 hours",,,Arabic,"2026-07-14 11:52:15"
128,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"Less than 300 BHD",2,Female,Government,Primary,Third,Yes,Yes,No,100.00,99.00,-1.00,"Less than an hour",,,Arabic,"2026-07-14 11:52:15"
129,Yes,Yes,Diploma,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",3,Male,Government,Primary,Third,No,Yes,No,99.00,99.00,0.00,"3 - 5 hours","السكن في بيت العائلة",,Arabic,"2026-07-14 12:43:52"
130,Yes,Yes,Master's,Master's,Employed,Employed,Married,"More than 1000 BHD",2,Male,Government,Primary,Second,Yes,Yes,No,100.00,100.00,0.00,"Less than an hour",,,Arabic,"2026-07-14 12:52:51"
131,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",5,Male,Private,Secondary,First,No,No,Yes,98.00,98.00,0.00,"3 - 5 hours","النصيحة الدائمة من الوالدين للابناء بان الدراسه وتفوقهم تحدد  مستقبلهم",,Arabic,"2026-07-14 13:12:43"
131,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",5,Female,Private,Secondary,First,No,No,No,98.00,98.00,0.00,"3 - 5 hours","النصيحة الدائمة من الوالدين للابناء بان الدراسه وتفوقهم تحدد  مستقبلهم",,Arabic,"2026-07-14 13:12:43"
131,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",5,Male,Private,Intermediate,First,No,No,No,97.00,97.00,0.00,"3 - 5 hours","النصيحة الدائمة من الوالدين للابناء بان الدراسه وتفوقهم تحدد  مستقبلهم",,Arabic,"2026-07-14 13:12:43"
132,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",1,Male,Government,Primary,Sixth,Yes,Yes,No,98.70,100.00,1.30,"3 - 5 hours",,,Arabic,"2026-07-14 14:18:47"
133,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"300 – 700 BHD",4,Female,Government,Secondary,Second,Yes,No,No,99.80,99.80,0.00,"3 - 5 hours","لا يوجد","لا يوجد",Arabic,"2026-07-14 14:29:49"
133,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"300 – 700 BHD",4,Male,Government,Intermediate,Third,Yes,Yes,No,100.00,100.00,0.00,"3 - 5 hours","لا يوجد","لا يوجد",Arabic,"2026-07-14 14:29:49"
133,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"300 – 700 BHD",4,Female,Government,Primary,Sixth,Yes,No,No,99.50,99.80,0.30,"3 - 5 hours","لا يوجد","لا يوجد",Arabic,"2026-07-14 14:29:49"
134,Yes,Yes,Diploma,Diploma,Employed,Employed,Married,"700 – 1000 BHD",4,Female,Government,Secondary,Third,Yes,No,No,78.00,82.00,4.00,"More than 5 hours",,,Arabic,"2026-07-14 14:48:53"
134,Yes,Yes,Diploma,Diploma,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Intermediate,Second,Yes,No,No,96.00,97.00,1.00,"More than 5 hours",,,Arabic,"2026-07-14 14:48:53"
134,Yes,Yes,Diploma,Diploma,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Sixth,No,No,No,90.00,95.00,5.00,"More than 5 hours",,,Arabic,"2026-07-14 14:48:53"
134,Yes,Yes,Diploma,Diploma,Employed,Employed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Second,Yes,No,No,100.00,99.00,-1.00,"More than 5 hours",,,Arabic,"2026-07-14 14:48:53"
135,Yes,Yes,Intermediate,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Secondary,Third,Yes,No,No,92.00,93.00,1.00,"More than 5 hours","اىاجهزه مثل الهاتف و التاب للعب و ليس التعليم","العاب تعليمه تجذبهم مثل الالعاب التي يلعبونها",Arabic,"2026-07-14 15:00:28"
135,Yes,Yes,Intermediate,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Intermediate,Third,Yes,Yes,No,90.00,90.00,0.00,"3 - 5 hours","اىاجهزه مثل الهاتف و التاب للعب و ليس التعليم","العاب تعليمه تجذبهم مثل الالعاب التي يلعبونها",Arabic,"2026-07-14 15:00:28"
135,Yes,Yes,Intermediate,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Primary,Fifth,Yes,No,No,95.00,98.00,3.00,"More than 5 hours","اىاجهزه مثل الهاتف و التاب للعب و ليس التعليم","العاب تعليمه تجذبهم مثل الالعاب التي يلعبونها",Arabic,"2026-07-14 15:00:28"
136,Yes,Yes,Intermediate,Bachelor's,Retired,Employed,Married,"300 – 700 BHD",2,Male,Government,Secondary,Second,Yes,Yes,No,94.80,97.30,2.50,"3 - 5 hours",,,Arabic,"2026-07-14 15:01:29"
136,Yes,Yes,Intermediate,Bachelor's,Retired,Employed,Married,"300 – 700 BHD",2,Male,Private,Primary,Third,No,Yes,No,100.00,100.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-14 15:01:29"
137,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Sixth,Yes,No,Yes,99.70,99.70,0.00,"1 - 3 hours",لا,لا,Arabic,"2026-07-14 15:04:29"
137,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Third,Yes,No,No,99.40,99.60,0.20,"1 - 3 hours",لا,لا,Arabic,"2026-07-14 15:04:29"
138,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"Less than 300 BHD",4,Female,Government,Secondary,First,Yes,No,No,92.00,98.45,6.45,"More than 5 hours",لا,,Arabic,"2026-07-14 15:25:24"
139,Yes,Yes,Secondary,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",3,Female,Government,Secondary,Third,Yes,Yes,Yes,99.20,99.20,0.00,"1 - 3 hours",لا,لا,Arabic,"2026-07-14 15:36:50"
139,Yes,Yes,Secondary,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",3,Male,Government,Intermediate,First,Yes,Yes,No,99.70,99.30,-0.40,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 15:36:50"
140,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"300 – 700 BHD",5,Female,Government,Secondary,Third,Yes,Yes,No,99.00,99.70,0.70,"1 - 3 hours","الظروف الصحية مثل الامراض المزمنة",.,Arabic,"2026-07-14 16:08:51"
140,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"300 – 700 BHD",5,Female,Government,Intermediate,Third,No,No,No,95.40,95.80,0.40,"1 - 3 hours","الظروف الصحية مثل الامراض المزمنة",.,Arabic,"2026-07-14 16:08:51"
140,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"300 – 700 BHD",5,Female,Government,Intermediate,First,No,No,No,99.20,99.20,0.00,"1 - 3 hours","الظروف الصحية مثل الامراض المزمنة",.,Arabic,"2026-07-14 16:08:51"
140,Yes,Yes,Secondary,Bachelor's,Retired,Unemployed,Married,"300 – 700 BHD",5,Male,Government,Primary,Fourth,No,No,Yes,99.20,99.80,0.60,"1 - 3 hours","الظروف الصحية مثل الامراض المزمنة",.,Arabic,"2026-07-14 16:08:51"
141,Yes,Yes,Bachelor's,Bachelor's,Self-employed,Retired,Married,"700 – 1000 BHD",2,Female,Government,Secondary,Second,Yes,Yes,No,97.50,98.10,0.60,"More than 5 hours",لا,,Arabic,"2026-07-14 16:09:09"
142,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,Second,No,No,No,99.00,100.00,1.00,"1 - 3 hours",ال,,Arabic,"2026-07-14 16:33:49"
143,Yes,Yes,Secondary,Diploma,Retired,Employed,Married,"300 – 700 BHD",3,Female,Government,Primary,Fourth,Yes,Yes,No,90.00,95.00,5.00,"3 - 5 hours",,,Arabic,"2026-07-14 17:24:01"
144,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"More than 1000 BHD",2,Male,Government,Secondary,Second,Yes,Yes,No,89.00,90.00,1.00,"3 - 5 hours","لا توجد","لا توجد",Arabic,"2026-07-14 18:19:12"
144,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Intermediate,First,Yes,Yes,No,97.00,98.00,1.00,"3 - 5 hours","لا توجد","لا توجد",Arabic,"2026-07-14 18:19:12"
145,Yes,Yes,Intermediate,Secondary,Employed,Employed,Married,"Less than 300 BHD",2,Male,Government,Intermediate,Third,No,No,No,78.00,90.00,12.00,"3 - 5 hours",لايوجد,"يرجى الالتفات إلى طلاب صعوبات التعلم ويكون لهم دروس قليلة ومراعاتهم في الامتحانات والدرجات ، ولهم صفوف ومدرسين ، مختلفه عن الدمج مع جميع مستويات الطلاب ، لان يوجد فروق كثيرة واستعياب والانتباه",Arabic,"2026-07-14 19:22:01"
145,Yes,Yes,Intermediate,Secondary,Employed,Employed,Married,"Less than 300 BHD",2,Female,Government,Secondary,Second,Yes,No,No,99.30,99.20,-0.10,"3 - 5 hours",لايوجد,"يرجى الالتفات إلى طلاب صعوبات التعلم ويكون لهم دروس قليلة ومراعاتهم في الامتحانات والدرجات ، ولهم صفوف ومدرسين ، مختلفه عن الدمج مع جميع مستويات الطلاب ، لان يوجد فروق كثيرة واستعياب والانتباه",Arabic,"2026-07-14 19:22:01"
146,Yes,Yes,Intermediate,Bachelor's,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Secondary,Second,Yes,Yes,No,83.00,84.00,1.00,"3 - 5 hours","تشتت الانتباه والتركيز",,Arabic,"2026-07-14 19:41:27"
147,Yes,Yes,PhD,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Intermediate,Second,No,Yes,No,82.00,86.00,4.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 19:57:01"
147,Yes,Yes,PhD,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Private,Intermediate,Second,No,Yes,No,89.00,91.00,2.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 19:57:01"
147,Yes,Yes,PhD,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Sixth,No,Yes,No,94.00,95.00,1.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-14 19:57:01"
148,Yes,Yes,Diploma,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Female,Government,Intermediate,Second,Yes,No,No,91.00,96.00,5.00,"More than 5 hours",,,Arabic,"2026-07-14 21:32:43"
148,Yes,Yes,Diploma,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Male,Government,Secondary,Third,No,Yes,No,70.00,75.00,5.00,"More than 5 hours",,,Arabic,"2026-07-14 21:32:43"
148,Yes,Yes,Diploma,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Male,Government,Primary,Fourth,Yes,Yes,No,88.00,95.00,7.00,"More than 5 hours",,,Arabic,"2026-07-14 21:32:43"
148,Yes,Yes,Diploma,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Female,Government,Primary,Third,No,Yes,No,88.00,89.00,1.00,"1 - 3 hours",,,Arabic,"2026-07-14 21:32:43"
148,Yes,Yes,Diploma,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Female,Government,Primary,Third,No,Yes,No,89.00,89.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-14 21:32:43"
149,Yes,Yes,Secondary,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",6,Male,Government,Secondary,Second,Yes,Yes,No,88.00,97.00,9.00,"More than 5 hours","التشجيع والتحفيز من قبل الأهل 
دعاء الوالدين",لايوجد,Arabic,"2026-07-15 00:26:08"
149,Yes,Yes,Secondary,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",6,Male,Government,Intermediate,Third,Yes,Yes,No,88.00,94.00,6.00,"More than 5 hours","التشجيع والتحفيز من قبل الأهل 
دعاء الوالدين",لايوجد,Arabic,"2026-07-15 00:26:08"
149,Yes,Yes,Secondary,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",6,Female,Government,Primary,Sixth,No,Yes,No,97.00,99.00,2.00,"More than 5 hours","التشجيع والتحفيز من قبل الأهل 
دعاء الوالدين",لايوجد,Arabic,"2026-07-15 00:26:08"
150,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Sixth,No,Yes,No,96.00,96.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-15 03:10:38"
150,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Fourth,No,Yes,No,93.00,93.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-15 03:10:38"
150,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Private,Primary,First,Yes,Yes,No,80.00,80.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-15 03:10:38"
151,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Intermediate,Third,Yes,Yes,No,99.00,99.40,0.40,"3 - 5 hours",,,Arabic,"2026-07-15 07:02:12"
151,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Intermediate,Second,Yes,Yes,No,99.00,99.20,0.20,"3 - 5 hours",,,Arabic,"2026-07-15 07:02:12"
151,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Primary,First,No,Yes,No,100.00,100.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-15 07:02:12"
152,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",6,Male,Government,Intermediate,Second,Yes,Yes,No,95.00,98.00,3.00,"1 - 3 hours","بعض الاحيان",لا,Arabic,"2026-07-15 07:19:32"
152,Yes,Yes,Secondary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",6,Male,Government,Secondary,Second,Yes,Yes,No,86.00,89.00,3.00,"1 - 3 hours","بعض الاحيان",لا,Arabic,"2026-07-15 07:19:32"
153,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",5,Female,Government,Secondary,Third,Yes,No,Yes,99.00,99.00,0.00,"More than 5 hours",_,-,Arabic,"2026-07-15 07:58:01"
153,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",5,Male,Government,Intermediate,Second,No,Yes,No,97.00,98.00,1.00,"More than 5 hours",_,-,Arabic,"2026-07-15 07:58:01"
153,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",5,Female,Government,Primary,Third,No,No,No,99.00,99.00,0.00,"1 - 3 hours",_,-,Arabic,"2026-07-15 07:58:01"
154,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Primary,Sixth,No,No,No,99.00,100.00,1.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-15 10:21:09"
154,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",2,Male,Government,Primary,Fourth,No,No,No,98.00,99.00,1.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-15 10:21:09"
155,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Primary,Fifth,Yes,No,No,95.00,95.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-15 14:16:16"
155,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"300 – 700 BHD",3,Male,Government,Primary,Third,Yes,No,Yes,90.00,90.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-15 14:16:16"
156,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"More than 1000 BHD",4,Male,Government,Intermediate,First,No,No,No,89.00,99.40,10.40,"More than 5 hours",,,Arabic,"2026-07-15 14:16:32"
157,Yes,Yes,Primary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",1,Female,Government,Primary,Fifth,No,Yes,No,99.00,99.20,0.20,"3 - 5 hours",الاونلاين,,Arabic,"2026-07-15 14:20:01"
158,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"300 – 700 BHD",2,Female,Government,Primary,Fifth,Yes,No,No,98.00,98.00,0.00,"3 - 5 hours",لا,,Arabic,"2026-07-15 14:25:27"
159,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",2,Female,Private,Secondary,Second,No,Yes,Yes,99.00,99.00,0.00,"More than 5 hours",,,Arabic,"2026-07-15 14:28:16"
159,Yes,Yes,Diploma,Diploma,Employed,Unemployed,Married,"700 – 1000 BHD",2,Female,Private,Primary,Second,No,Yes,No,100.00,100.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-15 14:28:16"
160,Yes,Yes,Intermediate,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Intermediate,First,Yes,Yes,Yes,96.58,97.58,1.00,"3 - 5 hours",,,Arabic,"2026-07-15 15:05:18"
161,Yes,Yes,Primary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Intermediate,Third,Yes,No,No,92.00,95.00,3.00,"Less than an hour","المدرس ليه دور كبير في توصيل المعلومه وعلى حسب اداء المدرس",,Arabic,"2026-07-15 15:19:47"
161,Yes,Yes,Primary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Intermediate,First,Yes,No,No,94.00,95.00,1.00,"Less than an hour","المدرس ليه دور كبير في توصيل المعلومه وعلى حسب اداء المدرس",,Arabic,"2026-07-15 15:19:47"
161,Yes,Yes,Primary,Secondary,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,Third,Yes,No,No,99.00,99.00,0.00,"Less than an hour","المدرس ليه دور كبير في توصيل المعلومه وعلى حسب اداء المدرس",,Arabic,"2026-07-15 15:19:47"
